Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,31.379999,36.070000,30.969999,33.000000,27.098066,278076300
2010-02-01,33.029999,34.299999,31.389999,33.860001,27.804249,218638400
2010-03-01,34.000000,35.160000,31.930000,32.669998,26.827080,262189500
2010-04-01,32.799999,34.000000,29.620001,30.309999,24.889154,290275300
2010-05-01,30.500000,30.740000,27.969999,29.070000,23.892868,200376300
2010-06-01,29.180000,31.799999,28.309999,28.400000,23.342182,235428300
2010-07-01,28.309999,31.719999,27.129999,30.450001,25.132126,184052600
2010-08-01,30.889999,33.790001,30.820000,31.719999,26.180328,175165600
2010-09-01,32.009998,35.939999,31.840000,35.110001,28.978292,160229900
2010-10-01,35.070000,37.950001,33.939999,36.049999,29.863852,171901700
2010-11-01,36.270000,37.500000,34.500000,36.520000,30.253201,180833400
2010-12-01,37.139999,38.060001,34.939999,36.110001,29.913561,159579700
2011-01-01,36.380001,42.439999,36.369999,41.049999,34.117950,162433900
2011-02-01,41.360001,44.330002,40.900002,42.580002,35.389576,125298200
2011-03-01,42.560001,45.750000,41.459999,45.200001,37.567142,121843800
2011-04-01,45.500000,49.400002,43.299999,49.230000,41.034348,136937300
2011-05-01,49.400002,51.459999,46.970001,48.950001,40.800957,158332700
2011-06-01,48.700001,52.639999,47.570000,51.580002,42.993141,165969400
2011-07-01,51.840000,53.500000,48.110001,49.630001,41.504738,148267000
2011-08-01,50.279999,50.360001,41.270000,47.520000,39.740185,231912900
2011-09-01,47.580002,51.240002,44.090000,46.119999,38.569386,178852800
2011-10-01,45.770000,50.000000,41.320000,47.990002,40.272373,181413500
2011-11-01,46.810001,48.880001,43.419998,48.770000,40.926945,144450500
2011-12-01,48.590000,51.709999,47.630001,50.680000,42.529770,132044300
2012-01-01,51.240002,54.180000,49.820000,51.790001,43.608646,156819300
2012-02-01,52.160000,56.160000,50.680000,55.750000,46.943081,132436700
2012-03-01,55.750000,59.430000,53.400002,58.939999,49.629150,139862700
2012-04-01,58.939999,59.709999,55.480000,56.150002,47.418533,134294800
2012-05-01,56.270000,57.419998,53.779999,55.770000,47.097633,115177500
2012-06-01,55.220001,60.750000,54.689999,58.500000,49.403103,165413900
2012-07-01,58.889999,59.310001,50.889999,51.090000,43.304848,165278500
2012-08-01,51.209999,55.029999,50.320000,54.299999,46.025692,120000500
2012-09-01,54.400002,56.750000,52.580002,55.410000,46.966564,133898300
2012-10-01,55.720001,58.290001,55.340000,56.000000,47.658928,107598600
2012-11-01,55.860001,57.240002,51.090000,54.389999,46.288719,137959500
2012-12-01,54.560001,55.820000,53.279999,54.240002,46.161057,94058200
2013-01-01,54.880001,56.689999,51.360001,55.209999,47.173882,161036700
2013-02-01,55.740002,58.259998,52.509998,53.450001,45.670063,120496500
2013-03-01,53.340000,57.310001,52.880001,57.209999,48.882771,109815200
2013-04-01,57.160000,63.950001,57.009998,59.930000,51.405613,157336600
2013-05-01,59.959999,64.900002,58.869999,62.630001,53.721573,119800600
2013-06-01,62.889999,66.190002,60.950001,65.480003,56.166191,103889300
2013-07-01,65.889999,73.660004,64.650002,72.849998,62.763210,116538400
2013-08-01,73.230003,73.669998,71.000000,71.739998,61.806889,70393400
2013-09-01,71.809998,75.879997,70.400002,71.610001,61.694908,88995300
2013-10-01,71.739998,75.489998,66.720001,68.260002,59.030212,154282100
2013-11-01,68.269997,74.989998,67.949997,74.480003,64.409164,77403500
2013-12-01,73.639999,75.540001,70.199997,75.300003,65.118301,87821400
2014-01-01,74.910004,77.330002,70.839996,72.279999,62.744934,111391100
2014-02-01,72.139999,77.709999,69.570000,77.269997,67.076660,100618500
2014-03-01,76.699997,83.320000,75.650002,81.989998,71.173981,104454400
2014-04-01,82.349998,83.050003,73.610001,75.040001,65.376175,112712300
2014-05-01,75.050003,79.739998,74.260002,79.629997,69.375061,73562500
2014-06-01,79.769997,82.540001,77.529999,81.750000,71.222054,75611400
2014-07-01,81.739998,87.239998,80.550003,81.050003,70.944038,87663600
2014-08-01,81.139999,87.230003,78.739998,86.680000,75.872032,69078600
2014-09-01,87.120003,88.849998,85.580002,86.250000,75.495667,67055400
2014-10-01,86.000000,95.669998,80.720001,95.010002,83.517059,108326400
2014-11-01,95.449997,99.419998,93.010002,98.629997,86.699142,68331900
2014-12-01,98.750000,104.000000,95.750000,101.089996,88.861565,82445400
2015-01-01,101.500000,114.320000,98.459999,106.250000,93.749557,100742400
2015-02-01,106.730003,116.580002,105.070000,113.629997,100.261276,76172000
2015-03-01,113.629997,123.760002,111.650002,118.290001,104.373024,83244700
2015-04-01,119.519997,122.320000,111.120003,111.400002,98.622513,86883100
2015-05-01,112.290001,121.849998,111.739998,120.209999,106.422005,72260800
2015-06-01,120.540001,124.110001,115.360001,122.000000,108.006699,106449200
2015-07-01,122.949997,126.050003,116.660004,121.400002,107.930717,95034600
2015-08-01,121.610001,126.209999,95.000000,115.699997,102.863129,84232500
2015-09-01,113.360001,125.120003,111.010002,116.010002,103.138718,94372800
2015-10-01,115.940002,125.989998,110.070000,117.779999,105.165314,105913800
2015-11-01,118.639999,119.949997,109.610001,112.709999,100.638351,82097600
2015-12-01,113.529999,121.089996,113.050003,117.639999,105.040283,76147300
2016-01-01,116.910004,117.889999,107.510002,115.160004,103.270050,88345100
2016-02-01,114.830002,122.260002,108.830002,119.099998,106.803261,72337900
2016-03-01,119.489998,131.100006,119.370003,128.899994,115.591431,70857500
2016-04-01,128.690002,135.110001,125.260002,131.679993,118.571716,71253100
2016-05-01,132.610001,134.750000,128.529999,133.669998,120.363647,55534400
2016-06-01,133.580002,141.309998,133.020004,141.199997,127.144028,76424000
2016-07-01,141.160004,144.479996,139.320007,143.199997,129.532120,71163700
2016-08-01,143.419998,144.160004,135.550003,136.050003,123.064568,50523900
2016-09-01,136.820007,141.779999,132.389999,140.000000,126.637566,67502400
2016-10-01,139.350006,146.360001,133.029999,141.330002,128.430984,82024500
2016-11-01,141.509995,159.759995,136.220001,158.320007,143.870316,96049600
2016-12-01,159.119995,164.000000,156.229996,160.039993,146.012405,76784500
2017-01-01,161.130005,163.800003,156.089996,162.100006,147.891861,72828900
2017-02-01,162.750000,166.759995,156.490005,165.380005,150.884354,72701100
2017-03-01,166.720001,172.139999,162.740005,164.009995,149.634384,84728500
2017-04-01,164.619995,176.070007,164.250000,174.880005,160.146393,61871600
2017-05-01,175.000000,178.889999,166.649994,175.179993,160.421127,63390800
2017-06-01,175.779999,188.660004,175.190002,185.419998,169.798416,65419100
2017-07-01,186.289993,193.000000,183.860001,191.809998,176.375427,55903600
2017-08-01,193.399994,199.490005,190.630005,198.899994,182.894928,50905300
2017-09-01,199.789993,200.759995,188.250000,195.850006,180.090332,57668800
2017-10-01,196.589996,212.770004,186.000000,210.220001,194.037613,81206400
2017-11-01,211.619995,228.750000,208.919998,228.169998,210.605835,51055200
2017-12-01,228.889999,231.770004,218.190002,220.460007,204.176407,55743700
2018-01-01,221.020004,250.789993,220.000000,236.779999,219.290985,82310600
2018-02-01,235.259995,237.820007,208.479996,226.160004,209.455383,80192600
2018-03-01,225.699997,231.270004,212.500000,214.000000,198.193558,79400300
2018-04-01,218.460007,241.669998,214.630005,236.399994,219.663940,72689800
2018-05-01,237.000000,249.169998,228.229996,241.509995,224.412155,59234200
2018-06-01,243.740005,256.730011,241.289993,245.339996,227.971024,55299900
2018-07-01,245.000000,259.010010,244.119995,253.220001,236.125458,49156400
2018-08-01,256.100006,270.170013,252.229996,268.459991,250.336670,47631000
2018-09-01,268.000000,271.160004,257.480011,266.040009,248.080017,53229200
2018-10-01,267.250000,272.809998,253.320007,261.350006,244.528931,84593100
2018-11-01,262.920013,285.450012,258.279999,281.359985,263.250946,74853800
2018-12-01,283.000000,287.940002,231.809998,249.119995,233.830856,88902900
2019-01-01,245.000000,272.440002,236.130005,270.200012,253.617111,82836100
2019-02-01,268.470001,272.489990,239.149994,242.220001,227.354324,77371500
2019-03-01,243.559998,259.250000,234.509995,247.259995,232.085007,101319700
2019-04-01,249.710007,250.199997,208.070007,233.070007,219.600891,173459600
2019-05-01,233.070007,251.179993,227.179993,241.800003,227.826370,101175300
2019-06-01,241.490005,253.490005,234.830002,244.009995,229.908646,72927300
2019-07-01,245.949997,268.690002,239.539993,249.009995,235.658707,82522700
2019-08-01,249.190002,251.580002,220.779999,234.000000,221.453522,76577600
2019-09-01,231.740005,236.559998,213.119995,217.320007,205.667862,87632100
2019-10-01,219.190002,255.720001,212.080002,252.699997,240.278625,107377700
2019-11-01,253.990005,283.000000,249.089996,279.869995,266.113098,72368100
2019-12-01,281.779999,300.000000,273.850006,293.980011,279.529510,60550900
2020-01-01,293.980011,302.540009,271.179993,272.450012,260.053802,84374200
2020-02-01,275.130005,306.709991,245.300003,254.960007,243.359528,94529600
2020-03-01,257.339996,295.839996,187.720001,249.380005,238.033447,189875500
2020-04-01,238.690002,304.000000,226.029999,292.470001,280.372131,104539500
2020-05-01,288.390015,309.660004,275.559998,304.850006,292.240021,86558300
2020-06-01,304.019989,315.839996,273.709991,294.950012,282.749542,85408300
2020-07-01,295.829987,310.970001,287.100006,302.779999,291.505768,61207300
2020-08-01,303.589996,324.570007,299.200012,312.549988,300.911957,57175800
2020-09-01,310.160004,323.820007,289.640015,311.769989,300.160980,59489700
2020-10-01,312.910004,335.649994,299.600006,305.140015,294.988434,57916400
2020-11-01,312.640015,367.950012,307.359985,336.339996,325.150421,74427900
2020-12-01,344.769989,354.100006,329.399994,350.679993,339.013336,63965400
2021-01-01,351.450012,367.489990,329.010010,333.579987,323.642487,63126000
2021-02-01,335.029999,344.640015,320.350006,332.220001,322.323029,69067300
2021-03-01,334.359985,380.500000,332.670013,372.070007,360.985840,79603700
2021-04-01,372.200012,402.160004,360.549988,398.799988,388.294128,56370900
2021-05-01,401.000000,425.980011,400.529999,411.920013,401.068573,50540600
2021-06-01,413.730011,413.730011,387.250000,400.440002,389.890961,82579900
2021-07-01,402.029999,422.529999,401.809998,412.220001,402.830597,51586100
2021-08-01,413.570007,431.359985,404.299988,416.269989,406.788391,47566300
2021-09-01,416.540009,424.399994,390.459991,390.739990,381.839874,59612800
2021-10-01,391.600006,461.390015,383.119995,460.470001,451.561066,60241500
2021-11-01,461.820007,466.000000,436.000000,444.220001,435.625488,61100800
2021-12-01,452.890015,509.230011,439.220001,502.140015,492.424896,64926200
2022-01-01,500.000000,503.750000,447.269989,472.570007,464.938507,80739800
2022-02-01,475.000000,500.929993,445.739990,475.869995,468.185181,58656100
2022-03-01,470.890015,521.890015,467.730011,509.970001,501.734467,73714100
2022-04-01,510.679993,553.289978,504.529999,508.549988,501.818024,61462000
2022-05-01,510.809998,513.510010,463.329987,496.779999,490.203827,68003600
2022-06-01,498.320007,518.700012,449.700012,513.630005,506.830780,84913200
2022-07-01,512.320007,544.340027,492.250000,542.340027,537.069214,58410400
2022-08-01,542.270020,553.130005,519.159973,519.330017,514.282837,46357000
2022-09-01,519.330017,535.020020,499.000000,505.040009,500.131714,54740000
2022-10-01,507.079987,558.099976,487.739990,555.150024,551.479736,59743500
2022-11-01,555.000000,555.690002,500.769989,547.760010,544.138550,77563700
2022-12-01,552.359985,553.000000,515.719971,530.179993,526.674805,53391900
